id,position,name,score,ratings,category,price_range,full_address,zip_code,lat,lng
19469,204,"The Halal Guys -Alexandria, VA",4.8,444.0,"Halal, Gyro, Mediterranean, Group Friendly",$$,"3167 Duke St, Alexandria, VA, 22314",22314,38.8090795,-77.0858923
15220,46,AlBacha Restaurant (Broadway),4.8,200.0,"Mediterranean, Fast Food",$$,"819 E Denny Way, Seattle, WA, 98122",98122,47.6186206,-122.3210213
19498,163,Fresh Med (Cleveland Park),4.8,172.0,"Greek, Mediterranean, Family Friendly",$$,"3313 Connecticut Ave NW, Washington, DC, 20008",20008,38.9339755,-77.0571492
30999,192,GR Kitchen,4.8,80.0,"Greek, Mediterranean, Healthy",$$,"7702 Union Park Ave, Midvale, UT, 84047",84047,40.6116584,-111.85487
29104,126,Sospeso (NorthEast),4.8,30.0,"Mediterranean, Allergy Friendly, Exclusive to Eats",$$,"1344-1348 H St NE, Washington, DC, 20002",20002,38.900415,-76.986805
29054,1,Athena Grill,4.8,134.0,"Mediterranean, Greek, Family Friendly",$$,"4720 14th St NW, Washington, DC, 20011",20011,38.9478159,-77.0330252
51417,99,Mezza Grille,4.8,105.0,"American, New American, Mediterranean, Family Friendly, Alcohol",$$,"6100 Westheimer Rd, Houston, TX, 77057",77057,29.7385591,-95.4913364
15370,155,Garlic Crush (Seattle),4.8,200.0,"Middle Eastern, Mediterranean, Greek, Vegetarian Friendly, Group Friendly",$$,"1417 Broadway, Seattle, WA, 98122",98122,47.6136,-122.32098
2913,58,Dubai Mediterranean Restaurant and Bar,4.8,41.0,Mediterranean,$$,"419 State St, Madison, WI, 53703",53703,43.07464,-89.3925978
13166,96,Garlic Crush (Issaquah),4.8,200.0,"Greek, Vegetarian Friendly, Mediterranean, Lebanese, Group Friendly",$$,"1620 NW Gilman Blvd, Issaquah, WA, 98027",98027,47.5460062,-122.0620309
14919,203,Byrek &amp; Baguette 2,4.8,32.0,"Mediterranean, Greek, Vegetarian, Healthy",$$,"4209 University Way NE, Seattle, WA, 98105",98105,47.6587164,-122.3135253
34656,155,Pasha Mediterranean Grill (Wurzbach),4.8,200.0,"Mediterranean, Family Friendly",$$,"9339 Wurzbach Rd, San Antonio, TX, 78240",78240,29.5296686,-98.5641544
30717,191,Spitz (Cottonwood),4.8,60.0,Mediterranean,$$,"3158 E 6200 S, Holladay, UT, 84121",84121,40.6354242,-111.8039793
20594,123,The Palm's (1750 Tysons Blvd.,4.8,23.0,"American, Steak, Italian, Healthy, Desserts",$$$$,"1750 Tysons Blvd., McLean, VA, 22102",22102,38.9239553,-77.2227906
54856,25,Denny's (4125 Spencer Hwy),4.8,31.0,"American, Breakfast and Brunch, Coffee and Tea, Dinner, Desserts, Salads, Steak, Sandwich, Family Meals, Healthy",$$,"4125 Spencer Hwy, Pasadena, TX, 77504",77504,29.6655839,-95.180671
51741,11,Fogo de Chao (Houston),4.8,56.0,"Steak, Brazilian",$$,"8250 Westheimer Rd, Houston, TX, 77063",77063,29.7380615,-95.511929
40505,13,Fogo de Chao (Austin),4.8,46.0,"Steak, Brazilian",$$,"309 E. 3rd Street, Austin, TX, 78701",78701,30.2641647,-97.7406867
26668,105,Clyde's of Chevy Chase,4.8,364.0,"American, Seafood, Steak, Wings, Burgers, Pasta, Comfort Food, Comfort Food, Sandwich, Sandwiches, Kids Friendly, Bar Food, Gourmet, Healthy, Gluten Free Friendly, Salads, Salads, Soup, Group Friendly",$$,"5441 Wisconsin Ave, Chevy Chase, MD, 20815",20815,38.9623456,-77.0860679
45405,6,Chili's (305 North I-35),4.8,13.0,"American, Burgers, Salads, Family Meals, Healthy, Comfort Food, Pasta, Sandwiches, Steak, Wings",$$,"305 North I-35, Gainesville, TX, 76240-6408",76240-6408,33.62639,-97.15387
8436,29,The Everest Kitchen,4.8,200.0,"Nepalese, Indian, Tibetan, Vegetarian Friendly",$$,"17171 Bothell Way NE Ste A016, Lake Forest Park, WA, 98155",98155,47.754982,-122.2803973
21903,54,Saffron Indian Cuisine (Falls Church),4.8,261.0,"Indian, Family Friendly",$$,"1077 W Broad St, Falls Church, VA, 22046",22046,38.891535,-77.186642
8236,256,Tasty Indian Bistro,4.8,124.0,"Indian, Asian, Family Friendly",$$,"510 W Casino Rd, Everett, WA, 98204",98204,47.9214266,-122.2411068
52807,14,Kiran's,4.8,154.0,"Indian, Pakistani, Desserts, Allergy Friendly, Family Friendly",$$,"2925 Richmond Ave, Houston, TX, 77098",77098,29.7335159,-95.4225968
40033,275,Bombay Bistro (S. Lamar),4.8,78.0,"Indian, Family Friendly",$$,"4200 S Lamar Blvd, Austin, TX, 78704",78704,30.2357765,-97.7956375
25199,55,Spicelife Indian Fare,4.8,241.0,"Indian, Family Friendly, Group Friendly",$$,"128 Ellington Boulevard, Gaithersburg, MD, 20878",20878,39.11527,-77.20448
34434,3,Tikka Shack,4.8,124.0,"Indian, Halal, Family Friendly, Allergy Friendly",$$,"6620 Milwaukee Ave, Lubbock, TX, 79424",79424,33.5330918,-101.95765
35143,140,India Taj Palace,4.8,76.0,"Indian, Indian Curry, Family Friendly",$$,"20323 Huebner Road, San Antonio, TX, 78258",78258,29.6276438,-98.4937408
38888,153,Nanglo Indian and Nepalese Restaurant,4.8,44.0,"Indian, Himalayan, Nepalese, Family Friendly",$$,"3001 TX-121, Euless, TX, 76039",76039,32.8797454,-97.1016816
23331,78,Taj Indian Cuisine,4.8,45.0,Indian,$$,"2032 Plank Rd, Fredericksburg, VA, 22401",22401,38.2946698,-77.4952217
26442,135,Maya Cuisine Restaurant &amp; Bar,4.8,53.0,"Nepalese, Indian",$$,"7345 Wisconsin Ave, Bethesda, MD, 20814",20814,38.983155,-77.093333
28639,152,Indique,4.8,70.0,"Desserts, Vegetarian, Indian, Salads, Healthy, Family Friendly",$$,"3512 Connecticut Ave NW, Washington, DC, 20008",20008,38.93604,-77.059102
39690,184,Me So Poke,4.8,53.0,"Hawaiian, Asian, Sushi, Healthy, Japanese",$$,"1700 W Parmer Ln, Austin, TX, 78727",78727,30.413362,-97.6895661
33686,59,Sushi Sakana,4.8,200.0,"Sushi, Japanese, Family Friendly, Group Friendly",$$,"3000 Custer Rd, Plano, TX, 75075",75075,33.040435,-96.732109
38071,86,Zena Sushi,4.8,200.0,"Sushi, Japanese, Family Friendly, Group Friendly",$$,"1101 melbourne rd, Hurst, TX, 76053",76053,32.828434,-97.201096
35165,106,Kumori Sushi &amp; Teppanyaki - Stone Oak,4.8,89.0,"Sushi, Japanese, Desserts, Family Friendly",$$,"700 E Sonterra Blvd, San Antonio, TX, 78232",78232,29.6143297,-98.4849992
37288,2,Go Fish Japanese Kitchen,4.8,20.0,"Japanese, Asian, Sushi",$$,"127 W Southwest Loop 323, Tyler, TX, 75701",75701,32.30347,-95.30229
33486,20,Zato Thai Cuisine,4.8,200.0,"Thai, Sushi, Asian Fusion, Japanese, Seafood, Salads, Healthy, Family Friendly, Group Friendly",$$,"9090 Skillman St, Dallas, TX, 75243",75243,32.8966581,-96.7204857
40268,2,The Halal Gurus (Oltorf),4.8,500.0,"Mediterranean, Halal, Group Friendly",$$,"539 W Oltorf St, Austin, TX, 78704",78704,30.2416621,-97.7594483
38969,27,Luna Grill - Colleyville,4.8,55.0,"Mediterranean, Greek, Family Meals",$$,"5505, Colleyville, TX, 76034",76034,32.88854,-97.148361
8391,79,Mandarin Gate,4.8,78.0,"Chinese Food, Allergy Friendly, Family Friendly, Family Meals",$$,"10000 Aurora Ave N, Seattle, WA, 98133",98133,47.7016048,-122.3440791
19459,223,Mala Tang,4.8,220.0,"Chinese, Family Friendly, Group Friendly",$$,"3434 Washington Blvd, Arlington, VA, 22201",22201,38.885667,-77.101802
19504,150,Mr. Chens Organic Chinese,4.8,324.0,"Chinese, Family Friendly, Group Friendly",$$,"3419 Connecticut Ave NW, Washington, DC, 20008",20008,38.935021,-77.057672
53217,93,Wanna Bao,4.8,200.0,"Asian, Chinese, Family Friendly, Group Friendly",$$,"2708 Bagby St, Houston, TX, 77006",77006,29.7477476,-95.3801782
21705,164,Hunan Cafe (Centerville),4.8,13.0,"Chinese, Asian, Asian Fusion",$$,"5641 Stone Road, Centreville, VA, 20120",20120,38.85313,-77.45038
16489,38,Panda Express (3938 Factoria Mall SE),4.8,68.0,"Asian, Chinese, Family Meals",$$,"3938 Factoria Mall Se, Bellevue, WA, 98006",98006,47.5747369,-122.1709892
9165,124,Peony Modern Kitchen,4.8,50.0,"Chinese, Healthy",$$,"10317 Main St, Bellevue, WA, 98004",98004,47.6102015,-122.2026203
8558,44,China Cafe,4.8,46.0,"Chinese, Asian, Asian Fusion",$$,"6812 196th Street Southwest, Lynnwood, WA, 98036",98036,47.82129,-122.32565
9899,17,India House Authentic Cuisine,4.8,43.0,"Indian, Indian Curry",$$,"105 S, Wenatchee, WA, 98801",98801,47.4232429,-120.3100305
52793,72,Romano's Pizza,4.8,200.0,"Italian, Pizza, Pasta, Salads, Healthy, Family Friendly, Exclusive to Eats",$$,"1528 W Gray St, Houston, TX, 77019",77019,29.7545102,-95.4004274
10034,88,Camas Slices,4.8,37.0,"Pizza, American, Italian",$$,"339 Northeast Cedar Street, Camas, WA, 98607",98607,45.58554,-122.40411
1710,37,Carrabba's (18365 W Bluemound Road),4.8,49.0,"Italian, Family Meals",$$,"18365 W Bluemound Road, Brookfield, WI, 53045",53045,43.0360919,-88.1413982
1738,22,Carrabba's (4765 S 76th Street),4.8,60.0,"Italian, Family Meals",$$,"4765 S 76th Street, Greenfield, WI, 53220",53220,42.9579628,-88.0089105
4174,18,Papa Luigi's ,4.8,57.0,"Italian, Pasta, Pizza",$$,"3475 E Layton Ave, Cudahy, WI, 53110",53110,42.958868,-87.862889
8477,1,Romeo's Pizzeria,4.8,88.0,"Pizza, Italian, Pasta, Salads, Healthy, Family Friendly, Alcohol",$$,"21110 76th Ave W, Edmonds, WA, 98026",98026,47.807823,-122.33614
29732,25,Per Noi Trattoria,4.8,100.0,"Italian, Pasta, Pizza, Family Friendly",$$,"3005 Highland Dr, Salt Lake City, UT, 84106",84106,40.7059309,-111.8524929
43392,45,Antonia's Italian Ristorante (Katy Mills Boulevard),4.8,64.0,"Italian, Family Friendly, Exclusive to Eats",$$,"2001, Katy, TX, 77494",77494,29.7836177,-95.8066751
46209,62,Buca Di Beppo (The Woodlands),4.8,59.0,"Italian, Pizza, Family Meals, Family Friendly",$$,"19075 I-45, Shenandoah, TX, 77385",77385,30.183428,-95.45142
29040,98,DC Pizza,4.8,71.0,"Vegetarian, Italian, Pizza, Salads, Healthy",$$,"1103 19th St NW, Washington, DC, 20036",20036,38.904106,-77.0432
33234,78,Napolis Italian Restaurant - Allen,4.8,37.0,Italian,$$,"1512 E Exchange Pkwy, Allen, TX, 75002",75002,33.113977,-96.6303137
33676,70,Napoli's Italian Restaurant - Plano (Park Blvd),4.8,74.0,"Italian, Pasta, Seafood, Salads, Pizza",$$,"4101 Park Boulevard #120, Plano, TX, 75074",75074,33.0322743,-96.6499732
33640,109,Pie Five Pizza (Murphy),4.8,48.0,"Italian, Pizza",$$,"109 N, Murphy, TX, 75094",75094,33.013786,-96.61334
33493,8,Napoli's Italian Restaurant - Wylie,4.8,62.0,"Italian, Family Friendly",$$,"701 TX-78, Wylie, TX, 75098",75098,33.016534,-96.532114
36010,13,Figaro’s Pizza &amp; Pub,4.8,32.0,"Pizza, Italian",$$,"243 Wonder World Dr, San Marcos, TX, 78666",78666,29.8635436,-97.9598196
38960,37,Taverna Rossa - Southlake,4.8,152.0,"Italian, American, Family Friendly, Family Meals",$$,"1151 E, Southlake, TX, 76092",76092,32.9401875,-97.1349915
57331,109,Mama Mia Pizzeria,4.8,23.0,"Pizza, American, Italian",$$,"100 E, US-83 BUS, McAllen, TX, 78501",78501,26.2013127,-98.219517
59758,56,Penne Pomodoro - Preston Rd,4.8,159.0,"Italian, Breakfast and Brunch, Pizza, Pasta, Family Friendly, Group Friendly",$$,"11661 Preston Rd, Ste 143, Dallas, TX, 75230",75230,32.9082089,-96.8055324
54602,58,Damian's Cucina Italiana,4.8,10.0,"Comfort Food, Italian, Desserts",$$$,"3011 Smith St, Houston, TX, 77006",77006,29.7443749,-95.3797306
54715,67,"Star Pizza #1 - Houston, TX",4.8,200.0,"Pizza, Italian, Pasta, Gluten Free Friendly, Salads, Vegetarian Friendly, Healthy, Family Friendly",$$,"2111 Norfolk St, Houston, TX, 77098",77098,29.7324312,-95.4111327
732,15,Carrabba's (2801 S Memorial PKWY),4.8,100.0,"Italian, Family Meals",$$,"2801 S Memorial PKWY, Huntsville, AL, 46545",46545,34.7065292,-86.5873367
58946,96,Grimaldi's -Highland Village,4.8,99.0,"Italian, pizza, Salads, Healthy, Family Friendly",$$,"1101 Shoal Crk Ste 110, Lewisville, TX, 75077",75077,33.073458,-97.0870054
20909,12,Pizza NY Margherita,4.8,52.0,"Italian, Pizza, Family Meals",$$,"5115 Wellington Rd, Gainesville, VA, 20155",20155,38.7926939,-77.6049972
48572,129,Minchello's Pizzeria,4.8,41.0,Italian,$$,"2401 S Stemmons Fwy, Lewisville, TX, 75067",75067,33.002695,-96.9715375
45775,53,Korner Slice (Spring),4.8,12.0,"Pizza, Italian, Wings",$$,"16882 Stuebner Airline Rd, Spring, TX, 77379",77379,30.0219544,-95.5248539
27143,17,Sourdough Pizza Co.,4.8,28.0,"Pizza, American, Italian",$$,"1040 Gables Drive, Forest, VA, 24551",24551,37.36463,-79.26811
26881,102,Trattoria Sorrento (Bethesda),4.8,23.0,"Seafood, Italian",$$,"4930 Cordell Ave, Bethesda, MD, 20814",20814,38.988447,-77.0986713
33669,77,Amoretto Italian Restaurant,4.8,53.0,"Italian, Pizza, Pasta",$$,"101 W Spring Creek Pkwy, Plano, TX, 75023",75023,33.05802,-96.69466
40556,84,Sammataro,4.8,118.0,"Pizza, Pasta, Italian, Exclusive to Eats",$$,"1108 E 12th St, Austin, TX, 78721",78721,30.27271,-97.72847
38800,128,Delucca Gaucho Pizza &amp; Wine,4.8,47.0,"Pizza, Italian, Family Friendly",$$,"2001 W, Southlake, TX, 76092",76092,32.9388512,-97.1823422
21914,24,URBANO Modern Italian,4.8,23.0,"Italian, Pasta, Salads, Allergy Friendly",$$,"21430 Epicerie Plaza, Cascades, VA, 20164",20164,39.0235,-77.39473
23982,55,Pies &amp; Pints (Richmond),4.8,26.0,"Pizza, American, Italian",$$,"2035 W Broad St, Richmond, VA, 23220",23220,37.557271,-77.4621244
11562,164,Mama Mia Trattoria,4.8,93.0,Italian,$$,"439 SW 2nd Ave, Portland, OR, 97204",97204,45.5195059,-122.6739319
19312,93,Flavio Restaurant &amp; Bar,4.8,67.0,"Italian, Exclusive to Eats",$$,"1073 31st St NW, Washington, DC, 20007",20007,38.9046208,-77.0609182
10607,53,Tutta Bella Neapolitan Pizzeria - Columbia City,4.8,200.0,"Pizza, American, Italian",$$,"4918 Rainier Ave S, Seattle, WA, 98118",98118,47.5572,-122.284515
51071,115,Empire Pizza,4.8,42.0,"Pizza, Italian",$$,"11805 Westheimer Road, Houston, TX, 77077",77077,29.7359769,-95.5859404
50410,67,Cafe Italia,4.8,50.0,"Italian, Pasta, Comfort Food",$$,"6705 N Mesa St, El Paso, TX, 79912",79912,31.8337977,-106.5431678
20594,123,The Palm's (1750 Tysons Blvd.,4.8,23.0,"American, Steak, Italian, Healthy, Desserts",$$$$,"1750 Tysons Blvd., McLean, VA, 22102",22102,38.9239553,-77.2227906
17809,278,Brooklyn Pizza,4.8,30.0,"Pizza, Italian, Pasta, Greek, Sandwich, Salads, Wings, Healthy",$$,"14506 Smoketown Rd, Dale City, USA, Neabsco, VA, 22193",22193,38.637917,-77.2997682
50193,143,Taverna - Dallas,4.8,200.0,"Italian, Breakfast and Brunch, Family Friendly",$$,"3312 Knox St, Dallas, TX, 75205",75205,32.824043,-96.7907
20230,159,Osteria al Volo,4.8,299.0,"Desserts, Italian, Family Friendly, Group Friendly",$$,"1790 Columbia Rd NW, Washington, DC, 20009",20009,38.922684,-77.042165
19979,30,Pizza Movers &amp; Calzones,4.8,112.0,"Italian, Family Meals",$$,"1618 Wisconsin Ave NW, Washington, DC, 20007",20007,38.9113454,-77.0656265
20218,152,RPM Italian,4.8,500.0,"Italian, Pasta, Desserts, Family Friendly",$$,"650 K St NW, Washington, DC, 20001",20001,38.902513,-77.021022
20027,97,Mia's Italian Kitchen,4.8,179.0,"Italian, Pizza, Pasta, Sandwich, Salads, Family Meals, Healthy, Exclusive to Eats",$$,"100 King St, Alexandria, VA, 22314",22314,38.804113,-77.040502
23114,90,Giovannis New York Pizza,4.8,62.0,"Italian, Pizza, Family Friendly",$$,"520 E Market St, Leesburg, VA, 20176",20176,39.1102007,-77.5507331
52700,25,Fuzzy's Pizza &amp; Sports Cafe,4.8,92.0,"Italian, Pizza, Wings",$$,"5303 Bissonnet St, Bellaire, TX, 77401",77401,29.704256,-95.473175
29645,64,Joy Luck (Bountiful),4.8,41.0,"Chinese, Cantonese, Asian",$$,"566 West 1350 South, Bountiful, UT, 84010",84010,40.87724,-111.89401
33442,100,Genghis Grill,4.8,27.0,"Asian, Mongolian, Vegetarian Friendly, Chinese",$$,"921 N. Central Expy., Plano, TX, 75075",75075,33.0133643,-96.7094909
7931,286,Red Pepper,4.8,86.0,Chinese,$$,"4545 University Way NE, Seattle, WA, 98105",98105,47.662524,-122.31333
10747,12,International Teriyaki,4.8,152.0,"Japanese, Chinese, Family Friendly",$$,"1620 S 312th St, Federal Way, WA, 98003",98003,47.3227633,-122.3122164
51609,165,Jade Cafe,4.8,60.0,Chinese: Cantonese,$$,"2565 Eldridge Rd, Sugar Land, TX, 77478",77478,29.6563994,-95.6195189
52581,129,Pepper Twins - Kirby,4.8,54.0,"Asian Fusion, Asian, Chinese",$$,"3915 Kirby Dr, Houston, TX, 77098",77098,29.7317544,-95.417734
52774,156,Mala Sichuan Bistro - 1201 Westheimer Rd (TX),4.8,200.0,"Chinese, Asian, Street Food, Group Friendly",$$,"1201 Westheimer Rd, Houston, TX, 77006",77006,29.7441249,-95.3930864
51313,138,Cafe Panda Garden,4.8,97.0,"Seafood, Vegetarian, Chinese, Healthy, Family Friendly",$$,"1858 Fountain View Dr, Houston, TX, 77057",77057,29.748198,-95.486142
13663,120,Apple Teriyaki,4.8,166.0,"Japanese, Chinese, Family Friendly",$$,"5604 176th St E, Puyallup, WA, 98375",98375,47.0958401,-122.3552103
40321,108,Chinatown (Greystone Dr),4.8,124.0,"Chinese, Asian, Sushi, Chicken, Salads, Family Friendly, Desserts, Seafood, Alcohol",$$,"3407 Greystone Dr, Austin, TX, 78731",78731,30.3565348,-97.747407
40561,79,Ho Ho Chinese BBQ 好好烧腊,4.8,230.0,"Chinese, Asian, Asian Fusion, Family Friendly, Group Friendly",$$,"13000 N Interstate 35, Austin, TX, 78753",78753,30.41015388535234,-97.6757609433302
34951,32,China Stix,4.8,10.0,Chinese,$$,"22100 Bulverde Rd, San Antonio, TX, 78259",78259,29.64619,-98.4244
12984,189,Mi La Cay,4.8,23.0,"Asian Fusion, Noodles, Vietnamese, Chinese",$$,"212 12th Ave S, Seattle, WA, 98144",98144,47.600338,-122.3167093
45950,201,Bo Bo Garden - Cypress,4.8,15.0,"Chinese, Asian, Seafood, Family Meals",$$,"14041 Grant Rd, Cypress, TX, 77429",77429,30.00453,-95.63761
20328,28,Absolute Noodle And Sushi Bar,4.8,106.0,"Thai, Japanese, Chinese, Family Meals",$$,"772 5th St NW, Washington, DC, 20001",20001,38.8992402,-77.0192142
19071,96,Reren Lamen &amp; Bar (7th Street NW) ,4.8,131.0,"Chinese, Asian Fusion, Family Friendly",$$,"817 7th St NW, Washington, DC, 20001",20001,38.900385,-77.0215858
15256,159,Teriyaki Madness (Capitol Hill),4.8,200.0,"Chinese, Japanese, Asian, Asian Fusion",$$,"111 15th Ave E, Seattle, WA, 98112",98112,47.6189042,-122.3129353
28891,22,Panda Gourmet,4.8,384.0,"Chinese, Group Friendly",$$,"2305 New York Avenue Northeast, Washington, DC, 20002",20002,38.917987648104734,-76.97083169981636
19687,10,Eastern Restaurant,4.8,80.0,"Chinese, Family Friendly, Alcohol",$$,"6331 S Kings Hwy, Alexandria, VA, 22306",22306,38.7797856,-77.0811778
39761,244,A+A Sichuan China,4.8,79.0,"Asian, Chinese, Noodles, Family Meals",$$,"8650 Spicewood Springs Rd, Austin, TX, 78759",78759,30.43357,-97.77097
10738,22,Bucks Teriyaki &amp; Wok,4.8,194.0,"Chinese, Japanese, Sushi, Family Friendly",$$,"10611 SE 240th St, Kent, WA, 98030",98030,47.3866403,-122.1992111
10412,162,Wok &amp; Bowl,4.8,25.0,"Asian, Chinese, Japanese",$$,"18012 W Valley Hwy, Kent, WA, 98032",98032,47.4407251,-122.2446939
9333,10,Kami Teriyaki,4.8,117.0,"Korean, Japanese, Chinese, Vegetarian Friendly, Family Friendly",$$,"11613 124th Ave NE, Kirkland, WA, 98034",98034,47.7045221,-122.1763857
13108,246,Teriyaki Wok,4.8,96.0,"Japanese, Chinese, Asian, Asian Fusion, Noodles, Rice-bowls, Chicken, Healthy, Family Friendly",$$,"16747 SE 272nd St, Covington, WA, 98042",98042,47.3571363,-122.1174786
8360,114,Golden City,4.8,56.0,"Chinese, Family Meals, Family Friendly",$$,"5518 20th Ave NW, Seattle, WA, 98107",98107,47.6691602,-122.3818815
8375,98,Mount and Bao,4.8,29.0,"Chinese: Noodles &amp; Dumplings, Allergy Friendly",$$,"12534 Lake City Way NE, Seattle, WA, 98125",98125,47.7202578,-122.294266
45941,223,U'Maki Sushi Burrito,4.8,143.0,"Sushi, Japanese, Asian",$$,"10111 Louetta Rd, Houston, TX, 77070",77070,30.0001473,-95.5608113
47334,208,Tomoya,4.8,32.0,"Japanese, Sushi, Seafood",$$,"4757 West Park Boulevard, Plano, TX, 75093",75093,33.0282824,-96.7904021
9167,114,Sitar Indian Restaurant,4.8,99.0,Indian,$$,"12541 116th Ave NE, Kirkland, WA, 98034",98034,47.71244749663646,-122.18771485743648
1999,82,Maharaja,4.8,169.0,"Indian, Family Meals",$$,"1550 N Farwell Ave, Milwaukee, WI, 53202",53202,43.050554,-87.8943113
9284,156,Tikka Masala,4.8,14.0,"Indian, Vegetarian Friendly",$$,"1624 145th Place Southeast, Bellevue, WA, 98007",98007,47.59571,-122.14906
8377,95,Royal India (Lynwood),4.8,188.0,"Vegan Friendly, Indian, North Indian, Gluten Free Friendly, Vegetarian Friendly, Desserts, Allergy Friendly, Family Friendly",$$,"7531 196th St SW, Lynnwood, WA, 98036",98036,47.82173,-122.33544
18707,4,Taste of India,4.8,25.0,"Indian, Vegetarian, Asian",$$,"498 University Blvd Ste D, Harrisonburg, VA, 22801",22801,38.42871,-78.85479
12764,37,Great Cuisine of India,4.8,153.0,Indian,$$,"116 4th Ave W, Olympia, WA, 98501",98501,47.0450587,-122.9025433
19285,182,IndoChen,4.8,49.0,Indian,$$,"4906 Brenman Park Dr, Alexandria, VA, 22304",22304,38.8087859,-77.1167148
8651,21,Cafe India,4.8,83.0,"Indian, Chicken, Indian Curry",$$,"19817 44th Ave W, Lynnwood, WA, 98036",98036,47.8185677,-122.2919494
19528,107,Masala Indian Cuisine (McLean),4.8,83.0,"Indian, Himalayan, Nepalese, Family Friendly",$$,"1394 Chain Bridge Rd, McLean, VA, 22101",22101,38.936439,-77.17671
19432,262,Sakina Halal Grill (McPherson Sq),4.8,32.0,"Pakistani, Indian, Allergy Friendly",$$,"1108 K St NW, Washington, DC, 20005",20005,38.9022154,-77.0275097
8003,140,Ohana Teriyaki,4.8,75.0,"Asian, Chinese, Japanese, Family Meals",$$,"212 W Winesap Rd, Bothell, WA, 98012",98012,47.8236633,-122.2359367
7884,180,Teriyaki Madness (U-District),4.8,167.0,"Chinese, Japanese, Asian, Asian Fusion",$$,"2320 N 45th St, Seattle, WA, 98103",98103,47.6615793,-122.3305259
63154,38,North China Restaurant (Houston),4.8,61.0,"Asian, Chinese, Rolls, Noodles",$$,"14525 Katy Fwy, Houston, TX, 77079",77079,29.78403,-95.64226
8321,159,Miyako's Teriyaki &amp; Wok,4.8,48.0,"Chinese, Family Friendly",$$,"13112 39th Ave SE, Everett, WA, 98208",98208,47.8785698,-122.181028
45984,116,Matsu Japanese Restaurant,4.8,17.0,"Japanese, Seafood, Sushi",$$,"4855 Farm to Market 1960 Rd W, Houston, TX, 77066",77066,29.98433,-95.50385
47190,146,Bols,4.8,101.0,"Japanese: Ramen, Korean, Asian Fusion, Asian",$$,"6505 W PARK BLVD, Plano, TX, 75093",75093,33.027756,-96.84121
47205,119,Oda Sushi,4.8,32.0,"Asian Fusion, Sushi, Japanese",$$,"6009 W Parker Rd, Plano, TX, 75093",75093,33.0458314,-96.831897
47723,166,Sushi Kadan,4.8,140.0,"Japanese: Sushi, Asian, Salads, Healthy",$$,"3052 Old Denton Rd, Carrollton, TX, 75007",75007,32.9982652,-96.90936
47750,127,PurePoke,4.8,200.0,"Japanese, Hawaiian, Sushi, Group Friendly",$$,"6750 Gaylord Parkway, Frisco, TX, 75034",75034,33.1029516,-96.8253826
47199,131,Oki Japanese Grill,4.8,58.0,"Japanese, Korean, Asian",$$,"1855 Dallas Pkwy, Plano, TX, 75093",75093,33.0258866,-96.8310765
60031,118,The Kimchii,4.8,61.0,"Korean, Sushi, Japanese, Asian",$$,"4123 Cedar Springs Rd, Dallas, TX, 75219",75219,32.8117938,-96.8126557
55,63,Sushi Village (Crestwood Blvd),4.8,100.0,"Sushi, Asian, Japanese",$$,"7001 Crestwood Boulevard, Birmingham, AL, 35213",35213,33.52812,-86.72866
59956,110,Poke Sushi Roll,4.8,31.0,"Japanese, Sushi",$$,"5706 E Mockingbird Ln, Dallas, TX, 75206",75206,32.83608,-96.7697633
52762,182,Roka Akor (Houston),4.8,51.0,"Japanese, Steak, Sushi, Family Meals, Family Friendly, Seafood, Asian",$$$,"2929 Weslayan St, Houston, TX, 77027",77027,29.7386956,-95.4410281
50149,226,Ai Sushi Sake,4.8,200.0,"Sushi, Rolls, Japanese, Family Friendly, Group Friendly",$$,"4123 Cedar Springs Rd, Dallas, TX, 75219",75219,32.81181332927549,-96.8125916564284
51375,41,RA Sushi (Highland Village),4.8,120.0,"Japanese, Sushi, Asian, Family Friendly",$$,"3908 Westheimer Rd, Houston, TX, 77027",77027,29.74235,-95.44375
9260,218,I Love Teriyaki,4.8,99.0,"Japanese, Vegetarian Friendly, Korean, Salads, Healthy",$$,"2255 140th Ave NE, Bellevue, WA, 98005",98005,47.630489,-122.154359
8383,88,Bento Time,4.8,43.0,"Korean, Vegetarian Friendly, Japanese, Asian Fusion, Family Friendly",$$,"11802 Evergreen Way, Everett, WA, 98204",98204,47.8910394,-122.25763
9321,60,Kobe (Bellevue),4.8,176.0,"Vegetarian Friendly, Seafood, Sushi, Japanese, Asian Fusion, Korean",$$,"850 110th Ave NE, Bellevue, WA, 98004",98004,47.6180789,-122.1934779
9297,125,Sushi J,4.8,83.0,"Japanese: Sushi, Kids Friendly, Asian",$$,"15600 NE 8th St, Bellevue, WA, 98008",98008,47.6187125,-122.131431
8689,130,C C Teriyaki,4.8,42.0,"Japanese, Asian",$$,"507 W Casino Rd, Everett, WA, 98204",98204,47.9222071,-122.241014
9152,161,Ken Zaburo Sushi &amp; Asian Grill,4.8,26.0,"Asian Fusion, Sushi, Asian, Japanese",$$,"12413 NE 124th St, Kirkland, WA, 98034",98034,47.70859,-122.17496
9115,8,Kizuki Ramen &amp; Izakaya (Kirkland),4.8,95.0,"Ramen, Japanese, Comfort Food",$$,"120 Park Lane #B, Kirkland, WA, 98033",98033,47.67618,-122.20623
